gap_type,severity,entity,field_name,detail
UNMAPPED_SOURCE_TABLE,HIGH,GPHISTORY,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HOLIDAY,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HOSPDET,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HRG,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HWARD,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HWARDSPECSF,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HWMHEALTHPERSON,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HWMSPECIALTY,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HWSAPP,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,HWSAPPIS,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,ICD10,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,ICD10MOD5,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,ICD9,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,INMAN,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,INPATIENTSUSPEND,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,INPPRESCTTO,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,IPACTIVITY,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,IPATPMDI,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,IPBOOKTYPEMF,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,IPCANCERREG,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,IPPATLETHISTORY,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,IPSUMM,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,IPUNCODED,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,JOINTCONSPEC,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,JOURNEYDETAIL,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,LEGALSTATUSDETS,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,LOCATIONCODES,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,LOCN,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,LOSEXPECTED,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MARITALS,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MATCLINICDETS,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MATCLINICUDD,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MERGEDID,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MIDNIGHTBEDSTATE,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MOA,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MOD,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,MOTHERBABYLINK,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,NEONATE,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCCANCEL,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMDUPREASONMF,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMFDEPT,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMFLOCATION,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMFRESULTS,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMLOCNPERF,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMPTLINK,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMRESULTSOPT,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMSCREENTYPE,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMSERVICE,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMSTATUS,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCMTEXTRESULTS,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCORDER,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCORDERRSO,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCORDERRSOCOM,,Source table exists in dictionary but has no migration mapping defined.
UNMAPPED_SOURCE_TABLE,HIGH,OCORDERRSONEW,,Source table exists in dictionary but has no migration mapping defined.
